"QuestionID","Item","IntendedDomain","Predicted_Domain","Confidence","Intended_Domain_Definition","Predicted_Domain_Definition"
5,"How easy was it for you to cope with your tinnitus?","Sense of Control","Measures how much the tinnitus intrudes on consciousness and daily life.",0.730924189090729,"Determines how much control the patient feels they have over their tinnitus.","Intrusive"
5,"How easy was it for you to cope with your tinnitus?","Sense of Control","Measures the effect of tinnitus on overall enjoyment and engagement in life activities.",0.571798145771027,"Determines how much control the patient feels they have over their tinnitus.","Quality of Life"
5,"How easy was it for you to cope with your tinnitus?","Sense of Control","Examines the impact of tinnitus on relaxation and quiet activities.",0.16527059674263,"Determines how much control the patient feels they have over their tinnitus.","Relaxation"
5,"How easy was it for you to cope with your tinnitus?","Sense of Control","Captures difficulties in concentration and cognitive tasks due to tinnitus.",0.147275418043137,"Determines how much control the patient feels they have over their tinnitus.","Cognitive"
5,"How easy was it for you to cope with your tinnitus?","Sense of Control","Assesses the extent to which tinnitus interferes with sleep.",0.0641800910234451,"Determines how much control the patient feels they have over their tinnitus.","Sleep"
5,"How easy was it for you to cope with your tinnitus?","Sense of Control","Evaluates the emotional distress caused by tinnitus (e.g., anxiety, frustration, depression).",0.0426477864384651,"Determines how much control the patient feels they have over their tinnitus.","Emotional"
6,"How easy was it for you to ignore your tinnitus?","Sense of Control","Determines how much control the patient feels they have over their tinnitus.",0.950291752815247,"Determines how much control the patient feels they have over their tinnitus.","Sense of Control"
6,"How easy was it for you to ignore your tinnitus?","Sense of Control","Evaluates problems hearing clearly due to tinnitus.",0.762738287448883,"Determines how much control the patient feels they have over their tinnitus.","Auditory"
6,"How easy was it for you to ignore your tinnitus?","Sense of Control","Measures how much the tinnitus intrudes on consciousness and daily life.",0.753731489181519,"Determines how much control the patient feels they have over their tinnitus.","Intrusive"
6,"How easy was it for you to ignore your tinnitus?","Sense of Control","Examines the impact of tinnitus on relaxation and quiet activities.",0.480384469032288,"Determines how much control the patient feels they have over their tinnitus.","Relaxation"
6,"How easy was it for you to ignore your tinnitus?","Sense of Control","Measures the effect of tinnitus on overall enjoyment and engagement in life activities.",0.439636766910553,"Determines how much control the patient feels they have over their tinnitus.","Quality of Life"
6,"How easy was it for you to ignore your tinnitus?","Sense of Control","Captures difficulties in concentration and cognitive tasks due to tinnitus.",0.230156421661377,"Determines how much control the patient feels they have over their tinnitus.","Cognitive"
6,"How easy was it for you to ignore your tinnitus?","Sense of Control","Assesses the extent to which tinnitus interferes with sleep.",0.100613623857498,"Determines how much control the patient feels they have over their tinnitus.","Sleep"
6,"How easy was it for you to ignore your tinnitus?","Sense of Control","Evaluates the emotional distress caused by tinnitus (e.g., anxiety, frustration, depression).",0.0875822678208351,"Determines how much control the patient feels they have over their tinnitus.","Emotional"
7,"How much did your tinnitus interfere with your ability to concentrate?","Cognitive","Captures difficulties in concentration and cognitive tasks due to tinnitus.",0.954595863819122,"Captures difficulties in concentration and cognitive tasks due to tinnitus.","Cognitive"
7,"How much did your tinnitus interfere with your ability to concentrate?","Cognitive","Evaluates problems hearing clearly due to tinnitus.",0.925408899784088,"Captures difficulties in concentration and cognitive tasks due to tinnitus.","Auditory"
7,"How much did your tinnitus interfere with your ability to concentrate?","Cognitive","Examines the impact of tinnitus on relaxation and quiet activities.",0.924698531627655,"Captures difficulties in concentration and cognitive tasks due to tinnitus.","Relaxation"
7,"How much did your tinnitus interfere with your ability to concentrate?","Cognitive","Measures how much the tinnitus intrudes on consciousness and daily life.",0.874820828437805,"Captures difficulties in concentration and cognitive tasks due to tinnitus.","Intrusive"
7,"How much did your tinnitus interfere with your ability to concentrate?","Cognitive","Measures the effect of tinnitus on overall enjoyment and engagement in life activities.",0.317529022693634,"Captures difficulties in concentration and cognitive tasks due to tinnitus.","Quality of Life"
7,"How much did your tinnitus interfere with your ability to concentrate?","Cognitive","Determines how much control the patient feels they have over their tinnitus.",0.296783030033112,"Captures difficulties in concentration and cognitive tasks due to tinnitus.","Sense of Control"
7,"How much did your tinnitus interfere with your ability to concentrate?","Cognitive","Assesses the extent to which tinnitus interferes with sleep.",0.00212640105746686,"Captures difficulties in concentration and cognitive tasks due to tinnitus.","Sleep"
7,"How much did your tinnitus interfere with your ability to concentrate?","Cognitive","Evaluates the emotional distress caused by tinnitus (e.g., anxiety, frustration, depression).",0.00133580446708947,"Captures difficulties in concentration and cognitive tasks due to tinnitus.","Emotional"
8,"How much did your tinnitus interfere with your ability to think clearly?","Cognitive","Captures difficulties in concentration and cognitive tasks due to tinnitus.",0.963662624359131,"Captures difficulties in concentration and cognitive tasks due to tinnitus.","Cognitive"
8,"How much did your tinnitus interfere with your ability to think clearly?","Cognitive","Measures how much the tinnitus intrudes on consciousness and daily life.",0.920887291431427,"Captures difficulties in concentration and cognitive tasks due to tinnitus.","Intrusive"
8,"How much did your tinnitus interfere with your ability to think clearly?","Cognitive","Evaluates problems hearing clearly due to tinnitus.",0.854734480381012,"Captures difficulties in concentration and cognitive tasks due to tinnitus.","Auditory"
8,"How much did your tinnitus interfere with your ability to think clearly?","Cognitive","Measures the effect of tinnitus on overall enjoyment and engagement in life activities.",0.429773330688477,"Captures difficulties in concentration and cognitive tasks due to tinnitus.","Quality of Life"
8,"How much did your tinnitus interfere with your ability to think clearly?","Cognitive","Determines how much control the patient feels they have over their tinnitus.",0.151072785258293,"Captures difficulties in concentration and cognitive tasks due to tinnitus.","Sense of Control"
8,"How much did your tinnitus interfere with your ability to think clearly?","Cognitive","Examines the impact of tinnitus on relaxation and quiet activities.",0.147460326552391,"Captures difficulties in concentration and cognitive tasks due to tinnitus.","Relaxation"
8,"How much did your tinnitus interfere with your ability to think clearly?","Cognitive","Assesses the extent to which tinnitus interferes with sleep.",0.00231019989587367,"Captures difficulties in concentration and cognitive tasks due to tinnitus.","Sleep"
8,"How much did your tinnitus interfere with your ability to think clearly?","Cognitive","Evaluates the emotional distress caused by tinnitus (e.g., anxiety, frustration, depression).",0.00200331839732826,"Captures difficulties in concentration and cognitive tasks due to tinnitus.","Emotional"
9,"How much did your tinnitus interfere with your ability to focus attention on other things besides your tinnitus?","Cognitive","Measures how much the tinnitus intrudes on consciousness and daily life.",0.943705976009369,"Captures difficulties in concentration and cognitive tasks due to tinnitus.","Intrusive"
9,"How much did your tinnitus interfere with your ability to focus attention on other things besides your tinnitus?","Cognitive","Captures difficulties in concentration and cognitive tasks due to tinnitus.",0.916982710361481,"Captures difficulties in concentration and cognitive tasks due to tinnitus.","Cognitive"
9,"How much did your tinnitus interfere with your ability to focus attention on other things besides your tinnitus?","Cognitive","Evaluates problems hearing clearly due to tinnitus.",0.886509656906128,"Captures difficulties in concentration and cognitive tasks due to tinnitus.","Auditory"
9,"How much did your tinnitus interfere with your ability to focus attention on other things besides your tinnitus?","Cognitive","Measures the effect of tinnitus on overall enjoyment and engagement in life activities.",0.8726886510849,"Captures difficulties in concentration and cognitive tasks due to tinnitus.","Quality of Life"
9,"How much did your tinnitus interfere with your ability to focus attention on other things besides your tinnitus?","Cognitive","Examines the impact of tinnitus on relaxation and quiet activities.",0.73028039932251,"Captures difficulties in concentration and cognitive tasks due to tinnitus.","Relaxation"
9,"How much did your tinnitus interfere with your ability to focus attention on other things besides your tinnitus?","Cognitive","Determines how much control the patient feels they have over their tinnitus.",0.190375059843063,"Captures difficulties in concentration and cognitive tasks due to tinnitus.","Sense of Control"
9,"How much did your tinnitus interfere with your ability to focus attention on other things besides your tinnitus?","Cognitive","Evaluates the emotional distress caused by tinnitus (e.g., anxiety, frustration, depression).",0.0177618246525526,"Captures difficulties in concentration and cognitive tasks due to tinnitus.","Emotional"
9,"How much did your tinnitus interfere with your ability to focus attention on other things besides your tinnitus?","Cognitive","Assesses the extent to which tinnitus interferes with sleep.",0.0124108102172613,"Captures difficulties in concentration and cognitive tasks due to tinnitus.","Sleep"
10,"How often did your tinnitus make it difficult to fall asleep or stay asleep?","Sleep","Assesses the extent to which tinnitus interferes with sleep.",0.989036202430725,"Assesses the extent to which tinnitus interferes with sleep.","Sleep"
10,"How often did your tinnitus make it difficult to fall asleep or stay asleep?","Sleep","Measures how much the tinnitus intrudes on consciousness and daily life.",0.970697164535522,"Assesses the extent to which tinnitus interferes with sleep.","Intrusive"
10,"How often did your tinnitus make it difficult to fall asleep or stay asleep?","Sleep","Examines the impact of tinnitus on relaxation and quiet activities.",0.967402815818787,"Assesses the extent to which tinnitus interferes with sleep.","Relaxation"
10,"How often did your tinnitus make it difficult to fall asleep or stay asleep?","Sleep","Evaluates problems hearing clearly due to tinnitus.",0.838399291038513,"Assesses the extent to which tinnitus interferes with sleep.","Auditory"
10,"How often did your tinnitus make it difficult to fall asleep or stay asleep?","Sleep","Captures difficulties in concentration and cognitive tasks due to tinnitus.",0.776054739952087,"Assesses the extent to which tinnitus interferes with sleep.","Cognitive"
10,"How often did your tinnitus make it difficult to fall asleep or stay asleep?","Sleep","Measures the effect of tinnitus on overall enjoyment and engagement in life activities.",0.553355157375336,"Assesses the extent to which tinnitus interferes with sleep.","Quality of Life"
10,"How often did your tinnitus make it difficult to fall asleep or stay asleep?","Sleep","Determines how much control the patient feels they have over their tinnitus.",0.472173750400543,"Assesses the extent to which tinnitus interferes with sleep.","Sense of Control"
10,"How often did your tinnitus make it difficult to fall asleep or stay asleep?","Sleep","Evaluates the emotional distress caused by tinnitus (e.g., anxiety, frustration, depression).",0.129751265048981,"Assesses the extent to which tinnitus interferes with sleep.","Emotional"
11,"How often did your tinnitus cause you difficulty in getting as much sleep as you needed?","Sleep","Assesses the extent to which tinnitus interferes with sleep.",0.99143248796463,"Assesses the extent to which tinnitus interferes with sleep.","Sleep"
11,"How often did your tinnitus cause you difficulty in getting as much sleep as you needed?","Sleep","Measures how much the tinnitus intrudes on consciousness and daily life.",0.973810017108917,"Assesses the extent to which tinnitus interferes with sleep.","Intrusive"
11,"How often did your tinnitus cause you difficulty in getting as much sleep as you needed?","Sleep","Examines the impact of tinnitus on relaxation and quiet activities.",0.957694232463837,"Assesses the extent to which tinnitus interferes with sleep.","Relaxation"
11,"How often did your tinnitus cause you difficulty in getting as much sleep as you needed?","Sleep","Evaluates problems hearing clearly due to tinnitus.",0.623968780040741,"Assesses the extent to which tinnitus interferes with sleep.","Auditory"
11,"How often did your tinnitus cause you difficulty in getting as much sleep as you needed?","Sleep","Determines how much control the patient feels they have over their tinnitus.",0.434609025716782,"Assesses the extent to which tinnitus interferes with sleep.","Sense of Control"
11,"How often did your tinnitus cause you difficulty in getting as much sleep as you needed?","Sleep","Measures the effect of tinnitus on overall enjoyment and engagement in life activities.",0.109542496502399,"Assesses the extent to which tinnitus interferes with sleep.","Quality of Life"
11,"How often did your tinnitus cause you difficulty in getting as much sleep as you needed?","Sleep","Evaluates the emotional distress caused by tinnitus (e.g., anxiety, frustration, depression).",0.0334160849452019,"Assesses the extent to which tinnitus interferes with sleep.","Emotional"
11,"How often did your tinnitus cause you difficulty in getting as much sleep as you needed?","Sleep","Captures difficulties in concentration and cognitive tasks due to tinnitus.",0.0120222568511963,"Assesses the extent to which tinnitus interferes with sleep.","Cognitive"
12,"How much of the time did your tinnitus keep you from sleeping as deeply or as peacefully as you would have liked?","Sleep","Assesses the extent to which tinnitus interferes with sleep.",0.989981174468994,"Assesses the extent to which tinnitus interferes with sleep.","Sleep"
12,"How much of the time did your tinnitus keep you from sleeping as deeply or as peacefully as you would have liked?","Sleep","Examines the impact of tinnitus on relaxation and quiet activities.",0.989584803581238,"Assesses the extent to which tinnitus interferes with sleep.","Relaxation"
12,"How much of the time did your tinnitus keep you from sleeping as deeply or as peacefully as you would have liked?","Sleep","Measures how much the tinnitus intrudes on consciousness and daily life.",0.974124908447266,"Assesses the extent to which tinnitus interferes with sleep.","Intrusive"
12,"How much of the time did your tinnitus keep you from sleeping as deeply or as peacefully as you would have liked?","Sleep","Evaluates problems hearing clearly due to tinnitus.",0.691930592060089,"Assesses the extent to which tinnitus interferes with sleep.","Auditory"
12,"How much of the time did your tinnitus keep you from sleeping as deeply or as peacefully as you would have liked?","Sleep","Determines how much control the patient feels they have over their tinnitus.",0.500811040401459,"Assesses the extent to which tinnitus interferes with sleep.","Sense of Control"
12,"How much of the time did your tinnitus keep you from sleeping as deeply or as peacefully as you would have liked?","Sleep","Measures the effect of tinnitus on overall enjoyment and engagement in life activities.",0.198031097650528,"Assesses the extent to which tinnitus interferes with sleep.","Quality of Life"
12,"How much of the time did your tinnitus keep you from sleeping as deeply or as peacefully as you would have liked?","Sleep","Evaluates the emotional distress caused by tinnitus (e.g., anxiety, frustration, depression).",0.0220931023359299,"Assesses the extent to which tinnitus interferes with sleep.","Emotional"
12,"How much of the time did your tinnitus keep you from sleeping as deeply or as peacefully as you would have liked?","Sleep","Captures difficulties in concentration and cognitive tasks due to tinnitus.",0.0155641315504909,"Assesses the extent to which tinnitus interferes with sleep.","Cognitive"
13,"How much has your tinnitus interfered with your ability to hear clearly?","Auditory","Evaluates problems hearing clearly due to tinnitus.",0.967074573040009,"Evaluates problems hearing clearly due to tinnitus.","Auditory"
13,"How much has your tinnitus interfered with your ability to hear clearly?","Auditory","Measures how much the tinnitus intrudes on consciousness and daily life.",0.914076507091522,"Evaluates problems hearing clearly due to tinnitus.","Intrusive"
13,"How much has your tinnitus interfered with your ability to hear clearly?","Auditory","Measures the effect of tinnitus on overall enjoyment and engagement in life activities.",0.126684620976448,"Evaluates problems hearing clearly due to tinnitus.","Quality of Life"
13,"How much has your tinnitus interfered with your ability to hear clearly?","Auditory","Determines how much control the patient feels they have over their tinnitus.",0.0443419106304646,"Evaluates problems hearing clearly due to tinnitus.","Sense of Control"
13,"How much has your tinnitus interfered with your ability to hear clearly?","Auditory","Examines the impact of tinnitus on relaxation and quiet activities.",0.0326723642647266,"Evaluates problems hearing clearly due to tinnitus.","Relaxation"
13,"How much has your tinnitus interfered with your ability to hear clearly?","Auditory","Captures difficulties in concentration and cognitive tasks due to tinnitus.",0.0103037301450968,"Evaluates problems hearing clearly due to tinnitus.","Cognitive"
13,"How much has your tinnitus interfered with your ability to hear clearly?","Auditory","Assesses the extent to which tinnitus interferes with sleep.",0.00107137567829341,"Evaluates problems hearing clearly due to tinnitus.","Sleep"
13,"How much has your tinnitus interfered with your ability to hear clearly?","Auditory","Evaluates the emotional distress caused by tinnitus (e.g., anxiety, frustration, depression).",0.000798916269559413,"Evaluates problems hearing clearly due to tinnitus.","Emotional"
14,"How much has your tinnitus interfered with your ability to understand people who are talking?","Auditory","Evaluates problems hearing clearly due to tinnitus.",0.978164792060852,"Evaluates problems hearing clearly due to tinnitus.","Auditory"
14,"How much has your tinnitus interfered with your ability to understand people who are talking?","Auditory","Measures how much the tinnitus intrudes on consciousness and daily life.",0.957271754741669,"Evaluates problems hearing clearly due to tinnitus.","Intrusive"
14,"How much has your tinnitus interfered with your ability to understand people who are talking?","Auditory","Captures difficulties in concentration and cognitive tasks due to tinnitus.",0.710355818271637,"Evaluates problems hearing clearly due to tinnitus.","Cognitive"
14,"How much has your tinnitus interfered with your ability to understand people who are talking?","Auditory","Measures the effect of tinnitus on overall enjoyment and engagement in life activities.",0.159209236502647,"Evaluates problems hearing clearly due to tinnitus.","Quality of Life"
14,"How much has your tinnitus interfered with your ability to understand people who are talking?","Auditory","Determines how much control the patient feels they have over their tinnitus.",0.0550624988973141,"Evaluates problems hearing clearly due to tinnitus.","Sense of Control"
14,"How much has your tinnitus interfered with your ability to understand people who are talking?","Auditory","Examines the impact of tinnitus on relaxation and quiet activities.",0.00455745263025165,"Evaluates problems hearing clearly due to tinnitus.","Relaxation"
14,"How much has your tinnitus interfered with your ability to understand people who are talking?","Auditory","Evaluates the emotional distress caused by tinnitus (e.g., anxiety, frustration, depression).",0.002765994053334,"Evaluates problems hearing clearly due to tinnitus.","Emotional"
14,"How much has your tinnitus interfered with your ability to understand people who are talking?","Auditory","Assesses the extent to which tinnitus interferes with sleep.",0.0012151071568951,"Evaluates problems hearing clearly due to tinnitus.","Sleep"
15,"How much has your tinnitus interfered with your ability to follow conversations in a group or at meetings?","Auditory","Captures difficulties in concentration and cognitive tasks due to tinnitus.",0.981579840183258,"Evaluates problems hearing clearly due to tinnitus.","Cognitive"
15,"How much has your tinnitus interfered with your ability to follow conversations in a group or at meetings?","Auditory","Measures how much the tinnitus intrudes on consciousness and daily life.",0.980235993862152,"Evaluates problems hearing clearly due to tinnitus.","Intrusive"
15,"How much has your tinnitus interfered with your ability to follow conversations in a group or at meetings?","Auditory","Evaluates problems hearing clearly due to tinnitus.",0.974783182144165,"Evaluates problems hearing clearly due to tinnitus.","Auditory"
15,"How much has your tinnitus interfered with your ability to follow conversations in a group or at meetings?","Auditory","Measures the effect of tinnitus on overall enjoyment and engagement in life activities.",0.8779017329216,"Evaluates problems hearing clearly due to tinnitus.","Quality of Life"
15,"How much has your tinnitus interfered with your ability to follow conversations in a group or at meetings?","Auditory","Determines how much control the patient feels they have over their tinnitus.",0.129828661680222,"Evaluates problems hearing clearly due to tinnitus.","Sense of Control"
15,"How much has your tinnitus interfered with your ability to follow conversations in a group or at meetings?","Auditory","Examines the impact of tinnitus on relaxation and quiet activities.",0.00416304729878902,"Evaluates problems hearing clearly due to tinnitus.","Relaxation"
15,"How much has your tinnitus interfered with your ability to follow conversations in a group or at meetings?","Auditory","Evaluates the emotional distress caused by tinnitus (e.g., anxiety, frustration, depression).",0.00200981087982655,"Evaluates problems hearing clearly due to tinnitus.","Emotional"
15,"How much has your tinnitus interfered with your ability to follow conversations in a group or at meetings?","Auditory","Assesses the extent to which tinnitus interferes with sleep.",0.000754783570300788,"Evaluates problems hearing clearly due to tinnitus.","Sleep"
16,"How much has your tinnitus interfered with your quiet resting activities?","Relaxation","Assesses the extent to which tinnitus interferes with sleep.",0.983707964420319,"Examines the impact of tinnitus on relaxation and quiet activities.","Sleep"
16,"How much has your tinnitus interfered with your quiet resting activities?","Relaxation","Examines the impact of tinnitus on relaxation and quiet activities.",0.976534962654114,"Examines the impact of tinnitus on relaxation and quiet activities.","Relaxation"
16,"How much has your tinnitus interfered with your quiet resting activities?","Relaxation","Evaluates problems hearing clearly due to tinnitus.",0.883930385112762,"Examines the impact of tinnitus on relaxation and quiet activities.","Auditory"
16,"How much has your tinnitus interfered with your quiet resting activities?","Relaxation","Measures how much the tinnitus intrudes on consciousness and daily life.",0.824986398220062,"Examines the impact of tinnitus on relaxation and quiet activities.","Intrusive"
16,"How much has your tinnitus interfered with your quiet resting activities?","Relaxation","Captures difficulties in concentration and cognitive tasks due to tinnitus.",0.526319980621338,"Examines the impact of tinnitus on relaxation and quiet activities.","Cognitive"
16,"How much has your tinnitus interfered with your quiet resting activities?","Relaxation","Determines how much control the patient feels they have over their tinnitus.",0.443623512983322,"Examines the impact of tinnitus on relaxation and quiet activities.","Sense of Control"
16,"How much has your tinnitus interfered with your quiet resting activities?","Relaxation","Measures the effect of tinnitus on overall enjoyment and engagement in life activities.",0.421256601810455,"Examines the impact of tinnitus on relaxation and quiet activities.","Quality of Life"
16,"How much has your tinnitus interfered with your quiet resting activities?","Relaxation","Evaluates the emotional distress caused by tinnitus (e.g., anxiety, frustration, depression).",0.00382569641806185,"Examines the impact of tinnitus on relaxation and quiet activities.","Emotional"
17,"How much has your tinnitus interfered with your ability to relax?","Relaxation","Assesses the extent to which tinnitus interferes with sleep.",0.977281928062439,"Examines the impact of tinnitus on relaxation and quiet activities.","Sleep"
17,"How much has your tinnitus interfered with your ability to relax?","Relaxation","Measures the effect of tinnitus on overall enjoyment and engagement in life activities.",0.957883179187775,"Examines the impact of tinnitus on relaxation and quiet activities.","Quality of Life"
17,"How much has your tinnitus interfered with your ability to relax?","Relaxation","Examines the impact of tinnitus on relaxation and quiet activities.",0.913482308387756,"Examines the impact of tinnitus on relaxation and quiet activities.","Relaxation"
17,"How much has your tinnitus interfered with your ability to relax?","Relaxation","Measures how much the tinnitus intrudes on consciousness and daily life.",0.793824374675751,"Examines the impact of tinnitus on relaxation and quiet activities.","Intrusive"
17,"How much has your tinnitus interfered with your ability to relax?","Relaxation","Evaluates problems hearing clearly due to tinnitus.",0.779799222946167,"Examines the impact of tinnitus on relaxation and quiet activities.","Auditory"
17,"How much has your tinnitus interfered with your ability to relax?","Relaxation","Captures difficulties in concentration and cognitive tasks due to tinnitus.",0.702059209346771,"Examines the impact of tinnitus on relaxation and quiet activities.","Cognitive"
17,"How much has your tinnitus interfered with your ability to relax?","Relaxation","Determines how much control the patient feels they have over their tinnitus.",0.467870056629181,"Examines the impact of tinnitus on relaxation and quiet activities.","Sense of Control"
17,"How much has your tinnitus interfered with your ability to relax?","Relaxation","Evaluates the emotional distress caused by tinnitus (e.g., anxiety, frustration, depression).",0.0101357931271195,"Examines the impact of tinnitus on relaxation and quiet activities.","Emotional"
18,"How much has your tinnitus interfered with your ability to enjoy peace and quiet?","Relaxation","Assesses the extent to which tinnitus interferes with sleep.",0.979712426662445,"Examines the impact of tinnitus on relaxation and quiet activities.","Sleep"
